# gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	LociDriverhg38	DisttoTSS	ISM	SumISMPearsonRtoCAGE,adult,brain	DriverPearsonRtoCAGE,adult,brain	DecreasedFractionofSumPearsonRWithoutDrivertoCAGE,adult,brain	IncreasedFractionofSumPearonRbyrankedDrivertoCAGE,adult,brain	NIndividualsWithSNV	FractionIndividualsWithSNV	IsMainDriver	ISMFractionofISMmaxinSNV	eQTL	maxeQTLgene	PearsonRGenotypetoObs	RefseqforwardCAGE,adult,brain	MaxISM+-1000TSS	StdISM+-1000ISM
AMZ2P1	ENSG00000214174	17	64966550	64975576	-	64975576	64975479	-97	3.24522	0.97	0.92	0.59	0.95	183	15.8	True	1.0	0.079985	0.717245	0.1895	8.174073	8.095538139343262	0.6685380595743292
FIS1	ENSG00000214253	7	101239458	101252316	-	101252316	101251469	-847	0.16801	0.86	0.87	0.05	0.05	119	10.2	False	0.118	-0.251389	1.272854	-0.338	10.476713	4.192084312438965	0.29460024146584135
FIS1	ENSG00000214253	7	101239458	101252316	-	101252316	101252612	296	0.30634	0.86	0.88	0.11	0.87	119	10.2	True	0.215	-0.251389	1.272854	-0.338	10.476713	4.192084312438965	0.29460024146584135
LCNL1	ENSG00000214402	9	136981904	136986410	+	136981904	136982031	127	1.18151	0.98	0.96	0.16	0.98	1059	91.2	True	1.0	-0.236061	2.854316	-0.2042	0.7433974	8.371943771839142	0.24597380380399214
AS3MT	ENSG00000214435	10	102869516	102901899	+	102869516	102868917	-599	-0.30737	0.97	0.2	0.02	0.21	48	4.1	False	-1.0	-0.001962	2.194595	-0.0012	5.5326676	4.010050654411316	0.2805462391857815
AS3MT	ENSG00000214435	10	102869516	102901899	+	102869516	102869254	-262	-0.23691	0.97	0.89	0.04	0.19	535	46.1	False	-0.771	-0.304227	2.194595	-0.5429	5.5326676	4.010050654411316	0.2805462391857815
AS3MT	ENSG00000214435	10	102869516	102901899	+	102869516	102869479	-37	-0.30539	0.97	0.7	0.03	0.51	235	20.2	True	-0.994	-0.324789	2.194595	-0.427	5.5326676	4.010050654411316	0.2805462391857815
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13974770	-5667	-0.01938	0.53	0.58	0.4	1.1	245	21.1	True	-1.0	0.956383	5.47073	0.2729	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13974775	-5662	-0.00965	0.53	0.52	0.13	0.14	233	20.1	False	-0.498	0.988098	5.47073	0.2685	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13975283	-5154	0.00228	0.53	0.42	0.04	0.05	421	36.3	False	0.118	-0.024026	5.47073	-0.0081	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13978101	-2336	-0.00086	0.53	0.45	0.04	0.05	706	60.8	False	-0.044	0.638444	5.47073	0.2718	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13980284	-153	-0.01298	0.53	-0.13	0.6	1.01	936	80.6	False	-0.67	0.546405	5.47073	0.243	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13980457	20	-0.01034	0.53	0.45	0.73	1.1	597	51.4	False	-0.533	1.119895	5.47073	0.4513	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13981439	1002	-0.00212	0.53	0.46	0.06	0.07	900	77.5	False	-0.11	0.50244	5.47073	0.229	0.09251892	0.07068871706724167	0.006182169807408104
ANKRD20A11P	ENSG00000215559	21	13909574	13980437	-	13980437	13982307	1870	0.00143	0.53	0.48	0.08	0.09	1028	88.5	False	0.074	-1.02249	5.47073	-0.4273	0.09251892	0.07068871706724167	0.006182169807408104
PTPRD-AS1	ENSG00000225706	9	8858130	8862255	+	8858130	8816556	-41574	-0.22045	0.96	0.95	0.06	0.06	1047	90.2	False	-0.171	-0.111501	1.859599	-0.1732	2.7328205	4.815667152404785	0.22837769196004132
PTPRD-AS1	ENSG00000225706	9	8858130	8862255	+	8858130	8858303	173	1.28761	0.96	0.89	0.44	0.93	346	29.8	True	1.0	0.396639	1.859599	0.5038	2.7328205	4.815667152404785	0.22837769196004132
HSBP1L1	ENSG00000226742	18	79964561	79970822	+	79964561	79964637	76	-2.28982	0.94	0.69	0.11	0.73	322	27.7	True	-1.0	-0.051162	1.465419	-0.0864	19.782959	13.91161584854126	1.0057569350070468
HSBP1L1	ENSG00000226742	18	79964561	79970822	+	79964561	79964726	165	1.28724	0.94	0.86	0.05	0.18	442	38.1	False	0.562	0.235697	1.465419	0.4604	19.782959	13.91161584854126	1.0057569350070468
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120730761	-94067	-4e-05	0.36	0.28	0.05	0.06	1060	91.3	False	-0.013	-0.700478	2.162742	-0.6373	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120735367	-89461	-0.0001	0.36	-0.18	0.13	0.15	1059	91.2	False	-0.032	-0.698372	2.162742	-0.6374	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120805129	-19699	-0.00027	0.36	-0.29	0.03	0.05	60	5.2	False	-0.087	-0.413883	2.162742	-0.1343	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120805979	-18849	0.00016	0.36	-0.09	0.06	0.11	328	28.3	False	0.052	0.469547	2.162742	0.3431	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120809789	-15039	0.00012	0.36	-0.14	0.04	0.07	323	27.8	False	0.04	0.471286	2.162742	0.341	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120820914	-3914	-0.00068	0.36	-0.37	1.76	1.25	955	82.3	True	-0.218	-0.840424	2.162742	-0.8365	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120824145	-683	0.0004	0.36	-0.25	0.06	0.09	57	4.9	False	0.128	0.407232	2.162742	0.1269	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120830881	6053	-3e-05	0.36	0.25	0.07	0.08	954	82.2	False	-0.01	-0.841583	2.162742	-0.8363	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120831031	6203	0.00017	0.36	-0.3	0.06	0.05	323	27.8	False	0.054	0.470702	2.162742	0.3406	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120841191	16363	-8e-05	0.36	-0.04	0.21	0.25	952	82.0	False	-0.027	-0.838938	2.162742	-0.8378	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120841621	16793	0.00011	0.36	-0.18	0.12	0.13	506	43.6	False	0.034	0.645789	2.162742	0.5628	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120845602	20774	8e-05	0.36	-0.03	0.03	0.06	326	28.1	False	0.026	0.470799	2.162742	0.3416	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120846329	21501	9e-05	0.36	-0.13	0.03	0.06	326	28.1	False	0.027	0.470799	2.162742	0.3416	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120848469	23641	0.00011	0.36	-0.2	0.04	0.06	325	28.0	False	0.034	0.469814	2.162742	0.3405	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120852326	27498	0.00011	0.36	-0.16	0.04	0.06	325	28.0	False	0.034	0.467645	2.162742	0.339	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120855951	31123	-2e-05	0.36	0.25	0.05	0.05	1063	91.6	False	-0.008	-0.686619	2.162742	-0.6214	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120856693	31865	-7e-05	0.36	0.21	0.13	0.14	1082	93.2	False	-0.022	-0.694805	2.162742	-0.6088	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120865282	40454	0.00016	0.36	-0.13	0.03	0.08	256	22.0	False	0.052	0.430137	2.162742	0.2826	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120869364	44536	-0.00017	0.36	-0.16	0.37	0.4	975	84.0	False	-0.053	-0.719288	2.162742	-0.7103	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120871762	46934	-5e-05	0.36	0.28	0.1	0.11	966	83.2	False	-0.015	-0.726749	2.162742	-0.7197	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120873843	49015	-0.00011	0.36	-0.16	0.16	0.19	932	80.3	False	-0.036	-0.472553	2.162742	-0.4762	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120876986	52158	-5e-05	0.36	0.28	0.08	0.09	931	80.2	False	-0.018	-0.469314	2.162742	-0.4736	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120878222	53394	-4e-05	0.36	0.29	0.05	0.06	1022	88.0	False	-0.011	-0.495059	2.162742	-0.4723	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120879091	54263	-6e-05	0.36	0.25	0.09	0.1	1022	88.0	False	-0.019	-0.501806	2.162742	-0.4783	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120879338	54510	-4e-05	0.36	0.31	0.06	0.06	1022	88.0	False	-0.012	-0.497963	2.162742	-0.4749	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120893051	68223	-0.0001	0.36	-0.11	0.15	0.17	1022	88.0	False	-0.031	-0.499431	2.162742	-0.476	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120896361	71533	-7e-05	0.36	0.06	0.11	0.14	1021	87.9	False	-0.023	-0.497362	2.162742	-0.4751	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120896571	71743	-8e-05	0.36	0.03	0.12	0.16	922	79.4	False	-0.026	-0.479278	2.162742	-0.4846	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120904499	79671	-4e-05	0.36	0.27	0.06	0.07	1006	86.6	False	-0.014	-0.484381	2.162742	-0.4691	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120921722	96894	-4e-05	0.36	0.27	0.06	0.07	931	80.2	False	-0.014	-0.468997	2.162742	-0.4746	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120922665	97837	-5e-05	0.36	0.23	0.07	0.08	1021	87.9	False	-0.016	-0.495784	2.162742	-0.474	0.04944304	0.0894109420478344	0.001593671883980707
CUTALP	ENSG00000226752	9	120824828	120854385	+	120824828	120923002	98174	-7e-05	0.36	0.12	0.11	0.14	1021	87.9	False	-0.023	-0.495776	2.162742	-0.4738	0.04944304	0.0894109420478344	0.001593671883980707
PROB1	ENSG00000228672	5	139390592	139395713	-	139395713	139394348	-1365	-0.0058	0.93	0.86	1.57	0.93	529	45.6	True	-1.0	-0.167311	1.739192	-0.2795	0.054579765	0.03414449095726013	0.0018277889835335538
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80634437	-20546	-0.123	0.48	0.53	0.15	0.17	541	46.6	False	-0.116	-0.544004	1.616161	-0.6684	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80652004	-2979	-0.1162	0.48	0.64	0.14	0.14	540	46.5	False	-0.109	-0.544343	1.616161	-0.6631	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80652186	-2797	-0.04467	0.48	0.7	0.06	0.05	540	46.5	False	-0.042	-0.545544	1.616161	-0.6704	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80652713	-2270	-0.07896	0.48	0.69	0.1	0.09	540	46.5	False	-0.074	-0.545722	1.616161	-0.6687	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80653626	-1357	-0.06951	0.48	0.72	0.09	0.08	540	46.5	False	-0.065	-0.545544	1.616161	-0.6704	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80653781	-1202	-0.04644	0.48	0.67	0.06	0.05	540	46.5	False	-0.044	-0.546405	1.616161	-0.6676	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80654584	-399	-0.67469	0.48	0.8	0.74	0.93	540	46.5	True	-0.635	-0.545544	1.616161	-0.6704	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80654693	-290	-0.123	0.48	0.57	0.1	0.09	1039	89.5	False	-0.116	-0.42296	1.616161	-0.5453	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80654962	-21	1.06271	0.48	0.34	-0.28	0.71	1098	94.6	False	1.0	0.135147	1.616161	0.1604	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80655213	230	0.18829	0.48	0.45	0.04	0.05	191	16.5	False	0.177	0.209588	1.616161	0.1644	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80655672	689	-0.06451	0.48	0.68	0.08	0.07	540	46.5	False	-0.061	-0.544971	1.616161	-0.6658	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80656335	1352	-0.04953	0.48	0.66	0.06	0.06	540	46.5	False	-0.047	-0.545544	1.616161	-0.6704	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80656571	1588	-0.309	0.48	0.57	0.37	0.43	541	46.6	False	-0.291	-0.544004	1.616161	-0.6684	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80659260	4277	-0.06612	0.48	0.65	0.08	0.08	540	46.5	False	-0.062	-0.546158	1.616161	-0.6692	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80665136	10153	-0.09035	0.48	0.69	0.12	0.11	550	47.4	False	-0.085	-0.527694	1.616161	-0.6515	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80669956	14973	-0.06364	0.48	0.72	0.08	0.07	549	47.3	False	-0.06	-0.524578	1.616161	-0.6495	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80672511	17528	-0.05685	0.48	0.72	0.07	0.06	537	46.3	False	-0.053	-0.512787	1.616161	-0.6267	7.288646	6.895411014556885	0.4008064461774469
DHFR	ENSG00000228716	5	80626228	80654983	-	80654983	80679164	24181	-0.04316	0.48	0.67	0.05	0.05	537	46.3	False	-0.041	-0.512787	1.616161	-0.6267	7.288646	6.895411014556885	0.4008064461774469
TOB1-AS1	ENSG00000229980	17	50866679	50909737	+	50866679	50866984	305	0.16413	0.95	0.97	0.27	0.96	592	51.0	True	0.741	0.135544	2.039195	0.2328	3.4527617	3.8407044410705566	0.19057420356978338
TMEM254-AS1	ENSG00000230091	10	80046860	80078912	-	80078912	80078900	-12	2.60131	0.98	0.93	0.55	0.95	183	15.8	True	1.0	0.364557	1.167276	0.3517	2.9171467	9.418557167053223	0.27325208334406165
ANKRD18B	ENSG00000230453	9	33524394	33573009	+	33524394	33523484	-910	0.08147	0.79	0.76	0.14	0.56	779	67.1	True	0.103	0.386851	2.090977	0.4679	0.44256318	1.0947812795639038	0.045646562153861966
ANKRD18B	ENSG00000230453	9	33524394	33573009	+	33524394	33524191	-203	0.79148	0.79	0.31	0.06	0.39	1	0.1	False	1.0	-0.004054	2.090977	-0.0003	0.44256318	1.0947812795639038	0.045646562153861966
KRTAP5-AS1	ENSG00000233930	11	1571353	1599184	+	1571353	1571165	-188	-0.04536	0.92	0.86	0.04	0.06	161	13.9	False	-0.043	0.5046	5.00527	0.2266	0.8825353	1.588838517665863	0.45182791065748057
KRTAP5-AS1	ENSG00000233930	11	1571353	1599184	+	1571353	1571338	-15	0.09287	0.92	0.81	-0.02	0.32	919	79.2	False	0.088	-0.862882	5.00527	-0.6818	0.8825353	1.588838517665863	0.45182791065748057
KRTAP5-AS1	ENSG00000233930	11	1571353	1599184	+	1571353	1571589	236	1.05184	0.92	0.51	0.09	0.56	1	0.1	True	1.0	-2.013912	5.00527	-0.0794	0.8825353	1.588838517665863	0.45182791065748057
KRTAP5-AS1	ENSG00000233930	11	1571353	1599184	+	1571353	1572468	1115	0.01852	0.92	0.87	0.01	0.06	1063	91.6	False	0.018	-0.675858	5.00527	-0.4913	0.8825353	1.588838517665863	0.45182791065748057
AC012146.1	ENSG00000234327	17	5111468	5115004	+	5111468	5097732	-13736	-0.00088	0.92	0.86	0.03	0.05	235	20.2	False	-0.041	-0.195941	1.583294	-0.2376	0.17382309	0.5318354666233063	0.011100728884756649
AC012146.1	ENSG00000234327	17	5111468	5115004	+	5111468	5111073	-395	-0.00614	0.92	0.85	0.54	0.51	225	19.4	True	-0.287	-0.223668	1.583294	-0.2666	0.17382309	0.5318354666233063	0.011100728884756649
AC012146.1	ENSG00000234327	17	5111468	5115004	+	5111468	5111222	-246	0.01026	0.92	0.35	0.02	0.05	4	0.3	False	0.48	0.16184	1.583294	0.0267	0.17382309	0.5318354666233063	0.011100728884756649
AC012146.1	ENSG00000234327	17	5111468	5115004	+	5111468	5111799	331	0.02136	0.92	0.21	0.02	0.22	1	0.1	False	1.0	-0.202456	1.583294	-0.0193	0.17382309	0.5318354666233063	0.011100728884756649
CPB2-AS1	ENSG00000235903	13	46052806	46113332	+	46052806	46050495	-2311	0.31314	0.94	0.8	0.02	0.11	1062	91.5	False	0.168	0.174466	1.737929	0.1946	44.82586	14.08949089050293	1.439052467543716
CPB2-AS1	ENSG00000235903	13	46052806	46113332	+	46052806	46051431	-1375	0.34497	0.94	0.64	0.02	0.18	1062	91.5	False	0.185	0.174466	1.737929	0.1946	44.82586	14.08949089050293	1.439052467543716
CPB2-AS1	ENSG00000235903	13	46052806	46113332	+	46052806	46051946	-860	1.02221	0.94	0.16	0.02	0.13	144	12.4	False	0.549	-0.089084	1.737929	-0.0545	44.82586	14.08949089050293	1.439052467543716
CPB2-AS1	ENSG00000235903	13	46052806	46113332	+	46052806	46109632	56826	0.48866	0.94	0.44	0.0	0.28	562	48.4	True	0.263	0.600491	1.737929	0.6465	44.82586	14.08949089050293	1.439052467543716
CPB2-AS1	ENSG00000235903	13	46052806	46113332	+	46052806	46120294	67488	-0.32705	0.94	0.69	0.01	0.06	1034	89.1	False	-0.176	-0.17235	1.737929	-0.1945	44.82586	14.08949089050293	1.439052467543716
ANKRD20A7P	ENSG00000236816	9	42852675	42894751	+	42852675	42852294	-381	-0.07223	0.98	0.95	0.19	0.05	1125	96.9	False	-0.621	-1.215477	3.930914	-0.5988	0.26382947	0.24693983793258667	0.020374472375735787
ANKRD20A7P	ENSG00000236816	9	42852675	42894751	+	42852675	42852312	-363	-0.07294	0.98	0.9	0.19	0.55	1127	97.1	True	-0.628	-1.210387	3.930914	-0.5856	0.26382947	0.24693983793258667	0.020374472375735787
ANKRD20A7P	ENSG00000236816	9	42852675	42894751	+	42852675	42852979	304	-0.07528	0.98	0.36	0.04	0.27	115	9.9	False	-0.648	-0.12603	3.930914	-0.0376	0.26382947	0.24693983793258667	0.020374472375735787
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18936232	-34282	0.92631	0.18	0.2	0.73	0.96	814	70.1	False	0.317	-0.042702	1.335464	-0.0756	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18948246	-22268	-0.05448	0.18	0.27	0.07	0.08	483	41.6	False	-0.019	-0.175137	1.335464	-0.2811	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18948886	-21628	-0.02937	0.18	0.19	0.05	0.05	1119	96.4	False	-0.01	-0.118571	1.335464	-0.1615	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18954652	-15862	-0.16383	0.18	0.32	0.3	0.29	1119	96.4	False	-0.056	-0.128316	1.335464	-0.1753	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18954686	-15828	-0.18731	0.18	0.42	0.34	0.33	1119	96.4	False	-0.064	-0.12724	1.335464	-0.1738	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18963994	-6520	-0.07255	0.18	0.25	0.1	0.11	516	44.4	False	-0.025	-0.190188	1.335464	-0.3072	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18965816	-4698	-0.05611	0.18	0.26	0.08	0.09	516	44.4	False	-0.019	-0.189502	1.335464	-0.3069	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18966776	-3738	-0.06254	0.18	0.27	0.09	0.1	523	45.0	False	-0.021	-0.191184	1.335464	-0.3102	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18969019	-1495	-0.03546	0.18	0.21	0.05	0.06	515	44.4	False	-0.012	-0.189979	1.335464	-0.3077	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18970080	-434	-0.09538	0.18	0.25	0.14	0.14	515	44.4	False	-0.033	-0.189979	1.335464	-0.3077	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18970127	-387	-0.68713	0.18	0.22	0.07	0.09	5	0.4	False	-0.235	-0.575468	1.335464	-0.0961	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18970176	-338	-0.52478	0.18	0.44	1.16	1.25	1087	93.6	True	-0.18	-0.153016	1.335464	-0.2295	14.618163	10.217879295349121	0.6637186317220691
DGCR5	ENSG00000237517	22	18970514	18994628	+	18970514	18974269	3755	-0.12957	0.18	0.24	0.16	0.17	546	47.0	False	-0.044	-0.122012	1.335464	-0.1901	14.618163	10.217879295349121	0.6637186317220691
C2orf74	ENSG00000237651	2	61145068	61164829	+	61145068	61143684	-1384	-0.64738	0.91	0.9	0.31	0.9	772	66.5	True	-0.254	0.439855	1.029062	0.7987	40.276752	23.757396697998047	1.4283710091560262
C2orf74	ENSG00000237651	2	61145068	61164829	+	61145068	61144343	-725	-0.50053	0.91	0.95	0.19	0.13	773	66.6	False	-0.197	0.438739	1.029062	0.7936	40.276752	23.757396697998047	1.4283710091560262
C2orf74	ENSG00000237651	2	61145068	61164829	+	61145068	61164165	19097	-0.34417	0.91	0.91	0.04	0.07	435	37.5	False	-0.135	0.326492	1.029062	0.4991	40.276752	23.757396697998047	1.4283710091560262
PCDHA13	ENSG00000239389	5	140882208	141012344	+	140882208	140882092	-116	-1.16943	0.99	0.98	1.24	1.0	1030	88.7	True	-1.0	-0.592452	7.951545	-0.3885	3.4791627	3.356858290731907	0.2805107421049819
GATS	ENSG00000239521	7	100200653	100272218	-	100272218	100270789	-1429	-0.3701	0.89	0.81	0.06	0.07	363	31.3	False	-0.033	-0.028031	1.280062	-0.0531	19.12009	20.120807647705078	1.7565057529735717
GATS	ENSG00000239521	7	100200653	100272218	-	100272218	100272189	-29	11.33279	0.89	0.39	0.07	0.43	1	0.1	True	1.0	0.0	1.280062	nan	19.12009	20.120807647705078	1.7565057529735717
GATS	ENSG00000239521	7	100200653	100272218	-	100272218	100272224	6	-5.01412	0.89	0.72	0.28	0.38	7	0.6	False	-0.442	-0.535589	1.280062	-0.1468	19.12009	20.120807647705078	1.7565057529735717
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13628850	-2293	-0.00088	0.93	0.82	0.02	0.06	1128	97.2	False	-0.072	-0.101534	0.95331	-0.2408	0.0875246	0.07899611443281174	0.00523643162389137
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13631073	-70	-0.00252	0.93	0.72	-0.0	0.08	173	14.9	False	-0.207	0.144578	0.95331	0.2527	0.0875246	0.07899611443281174	0.00523643162389137
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13631371	228	-0.01001	0.93	0.18	0.0	0.08	2	0.2	False	-0.824	0.029751	0.95331	0.0065	0.0875246	0.07899611443281174	0.00523643162389137
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13632147	1004	-0.00104	0.93	0.78	0.01	0.07	525	45.2	False	-0.085	0.150861	0.95331	0.423	0.0875246	0.07899611443281174	0.00523643162389137
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13634024	2881	0.00269	0.93	0.65	-0.02	0.49	942	81.1	True	0.222	-0.169321	0.95331	-0.549	0.0875246	0.07899611443281174	0.00523643162389137
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13637708	6565	-0.00113	0.93	0.71	0.03	0.09	1129	97.2	False	-0.093	-0.103841	0.95331	-0.2446	0.0875246	0.07899611443281174	0.00523643162389137
AL157392.3	ENSG00000239665	10	13631143	13668445	+	13631143	13670074	38931	-0.00068	0.93	0.86	0.0	0.07	814	70.1	False	-0.056	0.034796	0.95331	0.1113	0.0875246	0.07899611443281174	0.00523643162389137
CDRT4	ENSG00000239704	17	15436015	15503608	-	15503608	15491081	-12527	-0.00574	0.93	0.8	0.35	0.25	419	36.1	False	-0.287	-0.38476	7.351605	-0.2266	0.22973631	0.08023367822170258	0.0066749594098868895
CDRT4	ENSG00000239704	17	15436015	15503608	-	15503608	15501498	-2110	0.0017	0.93	0.89	0.07	0.08	953	82.1	False	0.085	0.46519	7.351605	0.3384	0.22973631	0.08023367822170258	0.0066749594098868895
CDRT4	ENSG00000239704	17	15436015	15503608	-	15503608	15502883	-725	-0.01203	0.93	0.56	0.48	0.39	159	13.7	True	-0.602	-0.447212	7.351605	-0.175	0.22973631	0.08023367822170258	0.0066749594098868895
CDRT4	ENSG00000239704	17	15436015	15503608	-	15503608	15503358	-250	0.02	0.93	0.15	0.01	0.16	1	0.1	False	1.0	-0.000973	7.351605	-0.0	0.22973631	0.08023367822170258	0.0066749594098868895
